"","Date","Close","Volume","Symbol","Topic1","Topic2","Topic3"
"36","7/22/2008","23.15","469898023","AAPL","iphone","itunes store","jobs health"
"37","7/23/2008","23.75","265441526","AAPL","iphone","itunes store","jobs health"
"38","7/24/2008","22.72","209904240","AAPL","iphone","itunes store","jobs health"
"39","7/25/2008","23.16","158378304","AAPL","iphone","itunes store","jobs health"
"40","7/28/2008","22.06","195238645","AAPL","iphone","itunes store","jobs health"
"41","7/29/2008","22.44","171060505","AAPL","iphone","itunes store","jobs health"
"42","7/30/2008","22.84","181315827","AAPL","iphone","itunes store","jobs health"
"43","7/31/2008","22.71","159379675","AAPL","iphone","itunes store","jobs health"
"44","8/1/2008","22.38","136204572","AAPL","iphone","itunes store","jobs health"
"45","8/4/2008","21.89","148173872","AAPL","iphone","itunes store","jobs health"
"46","8/5/2008","22.95","172162683","AAPL","iphone","itunes store","jobs health"
"47","8/6/2008","23.46","197865206","AAPL","iphone","itunes store","jobs health"
"48","8/7/2008","23.37","168124705","AAPL","iphone","itunes store","jobs health"
"49","8/8/2008","24.22","178504550","AAPL","iphone","itunes store","jobs health"
"50","8/11/2008","24.79","222825442","AAPL","iphone","itunes store","jobs health"
"51","8/12/2008","25.25","209105162","AAPL","iphone","itunes store","jobs health"
"52","8/13/2008","25.61","210705502","AAPL","iphone","itunes store","jobs health"
"53","8/14/2008","25.62","177825207","AAPL","iphone","itunes store","jobs health"
"54","8/15/2008","25.11","177074443","AAPL","iphone","itunes store","jobs health"
"55","8/18/2008","25.06","138003124","AAPL","iphone","itunes store","jobs health"
"56","8/19/2008","24.79","154050652","AAPL","iphone","itunes store","jobs health"
"57","8/20/2008","25.12","126782166","AAPL","iphone","itunes store","jobs health"
"58","8/21/2008","24.9","135004555","AAPL","iphone","itunes store","jobs health"
"59","8/22/2008","25.26","109931311","AAPL","iphone","itunes store","jobs health"
"60","8/25/2008","24.65","121124150","AAPL","iphone","itunes store","jobs health"
"61","8/26/2008","24.81","111444536","AAPL","iphone","itunes store","jobs health"
"62","8/27/2008","24.95","119444822","AAPL","iphone","itunes store","jobs health"
"63","8/28/2008","24.82","107846046","AAPL","iphone","itunes store","jobs health"
"64","8/29/2008","24.22","149831367","AAPL","iphone","itunes store","jobs health"
"65","9/2/2008","23.74","195357351","AAPL","iphone","itunes store","jobs health"
"66","9/3/2008","23.85","183736819","AAPL","iphone","itunes store","jobs health"
"67","9/4/2008","23.03","186052874","AAPL","iphone","itunes store","jobs health"
"68","9/5/2008","22.88","196720713","AAPL","iphone","itunes store","jobs health"
"69","9/8/2008","22.56","261557877","AAPL","iphone","itunes store","jobs health"
"70","9/9/2008","21.67","311256092","AAPL","iphone","itunes store","jobs health"
"71","9/10/2008","21.66","243331158","AAPL","iphone","itunes store","jobs health"
"72","9/11/2008","21.81","242783254","AAPL","iphone","itunes store","jobs health"
"73","9/12/2008","21.28","198286795","AAPL","iphone","itunes store","jobs health"
"74","9/15/2008","20.05","230158509","AAPL","iphone","itunes store","jobs health"
"75","9/16/2008","19.98","299959044","AAPL","iphone","itunes store","jobs health"
"76","9/17/2008","18.26","300113240","AAPL","iphone","itunes store","jobs health"
"77","9/18/2008","19.16","419063309","AAPL","iphone","itunes store","jobs health"
"78","9/19/2008","20.13","357872872","AAPL","iphone","itunes store","jobs health"
"79","9/22/2008","18.72","214178174","AAPL","iphone","itunes store","jobs health"
"80","9/23/2008","18.12","320790365","AAPL","iphone","itunes store","jobs health"
"81","9/24/2008","18.39","261841321","AAPL","iphone","itunes store","jobs health"
"82","9/25/2008","18.85","251510980","AAPL","iphone","itunes store","jobs health"
"83","9/26/2008","18.32","281513519","AAPL","iphone","itunes store","jobs health"
"84","9/29/2008","15.04","655513663","AAPL","iphone","itunes store","jobs health"
"85","9/30/2008","16.24","406936404","AAPL","iphone","itunes store","jobs health"
"86","10/1/2008","15.59","324348157","AAPL","iphone","itunes store","jobs health"
"87","10/2/2008","14.3","402629654","AAPL","iphone","itunes store","jobs health"
"88","10/3/2008","13.87","574900179","AAPL","iphone","itunes store","jobs health"
"89","10/6/2008","14.02","526957473","AAPL","iphone","itunes store","jobs health"
"90","10/7/2008","12.74","470441839","AAPL","iphone","itunes store","jobs health"
"91","10/8/2008","12.83","552321070","AAPL","iphone","itunes store","jobs health"
"92","10/9/2008","12.68","404547493","AAPL","iphone","itunes store","jobs health"
"93","10/10/2008","13.8","555075367","AAPL","iphone","itunes store","jobs health"
"94","10/13/2008","15.75","385120190","AAPL","iphone","itunes store","jobs health"
"95","10/14/2008","14.87","495597172","AAPL","iphone","itunes store","jobs health"
"96","10/15/2008","13.99","396043865","AAPL","iphone","itunes store","jobs health"
"97","10/16/2008","14.56","495130125","AAPL","iphone","itunes store","jobs health"
"98","10/17/2008","13.91","440776777","AAPL","iphone","itunes store","jobs health"
"99","10/20/2008","14.06","387292038","AAPL","iphone","itunes store","jobs health"
"100","10/21/2008","13.07","548414363","AAPL","iphone","itunes store","jobs health"
"101","10/22/2008","13.84","562202081","AAPL","iphone","itunes store","jobs health"
"102","10/23/2008","14.03","418857418","AAPL","iphone","itunes store","jobs health"
"103","10/24/2008","13.77","397434996","AAPL","iphone","itunes store","jobs health"
"104","10/27/2008","13.16","302347192","AAPL","iphone","itunes store","jobs health"
"105","10/28/2008","14.27","408927400","AAPL","iphone","itunes store","jobs health"
"106","10/29/2008","14.94","488329408","AAPL","iphone","itunes store","jobs health"
"107","10/30/2008","15.86","409521910","AAPL","iphone","itunes store","jobs health"
"108","10/31/2008","15.37","415042817","AAPL","iphone","itunes store","jobs health"
"109","11/3/2008","15.28","264609660","AAPL","iphone","itunes store","jobs health"
"110","11/4/2008","15.86","349991453","AAPL","iphone","itunes store","jobs health"
"111","11/5/2008","14.76","314406141","AAPL","iphone","itunes store","jobs health"
"112","11/6/2008","14.16","329909594","AAPL","iphone","itunes store","jobs health"
"113","11/7/2008","14.03","273909153","AAPL","iphone","itunes store","jobs health"
"114","11/10/2008","13.7","281471498","AAPL","iphone","itunes store","jobs health"
"115","11/11/2008","13.54","306249097","AAPL","iphone","itunes store","jobs health"
"116","11/12/2008","12.87","294732067","AAPL","iphone","itunes store","jobs health"
"117","11/13/2008","13.78","463840426","AAPL","iphone","itunes store","jobs health"
"118","11/14/2008","12.89","351319710","AAPL","iphone","itunes store","jobs health"
"119","11/17/2008","12.59","290730979","AAPL","iphone","itunes store","jobs health"
"120","11/18/2008","12.84","302588524","AAPL","iphone","itunes store","jobs health"
"121","11/19/2008","12.33","293068307","AAPL","iphone","itunes store","jobs health"
"122","11/20/2008","11.5","429184959","AAPL","iphone","itunes store","jobs health"
"123","11/21/2008","11.8","392392448","AAPL","iphone","itunes store","jobs health"
"124","11/24/2008","13.28","360673138","AAPL","iphone","itunes store","jobs health"
"125","11/25/2008","12.97","308889210","AAPL","iphone","itunes store","jobs health"
"126","11/26/2008","13.57","225125607","AAPL","iphone","itunes store","jobs health"
"127","11/28/2008","13.24"," 75301359","AAPL","iphone","itunes store","jobs health"
"128","12/1/2008","12.7","231040523","AAPL","iphone","itunes store","jobs health"
"129","12/2/2008","13.21","287354109","AAPL","iphone","itunes store","jobs health"
"130","12/3/2008","13.7","335054356","AAPL","iphone","itunes store","jobs health"
"131","12/4/2008","13.06","272921397","AAPL","iphone","itunes store","jobs health"
"132","12/5/2008","13.43","261100840","AAPL","iphone","itunes store","jobs health"
"133","12/8/2008","14.25","296423162","AAPL","iphone","itunes store","jobs health"
"134","12/9/2008","14.29","301029386","AAPL","iphone","itunes store","jobs health"
"135","12/10/2008","14.03","234619959","AAPL","iphone","itunes store","jobs health"
"136","12/11/2008","13.57","260820049","AAPL","iphone","itunes store","jobs health"
"137","12/12/2008","14.04","260703436","AAPL","iphone","itunes store","jobs health"
"138","12/15/2008","13.54","223012776","AAPL","iphone","itunes store","jobs health"
"139","12/16/2008","13.63","281118306","AAPL","iphone","itunes store","jobs health"
"140","12/17/2008","12.74","325029152","AAPL","iphone","itunes store","jobs health"
"141","12/18/2008","12.78","214435473","AAPL","iphone","itunes store","jobs health"
"142","12/19/2008","12.86","203740908","AAPL","iphone","itunes store","jobs health"
"143","12/22/2008","12.25","211275512","AAPL","iphone","itunes store","jobs health"
"144","12/23/2008","12.34","160419182","AAPL","iphone","itunes store","jobs health"
"145","12/24/2008","12.15"," 67864958","AAPL","iphone","itunes store","jobs health"
"146","12/26/2008","12.26"," 77301497","AAPL","iphone","itunes store","jobs health"
"147","12/29/2008","12.37","171970575","AAPL","iphone","itunes store","jobs health"
"148","12/30/2008","12.33","242057340","AAPL","iphone","itunes store","jobs health"
"149","12/31/2008","12.19","152010341","AAPL","iphone","itunes store","jobs health"
"150","1/2/2009","12.96","188749470","AAPL","illness","medical leave","plunge"
"151","1/5/2009","13.51","297211453","AAPL","illness","medical leave","plunge"
"152","1/6/2009","13.29","323043903","AAPL","illness","medical leave","plunge"
"153","1/7/2009","13","189300706","AAPL","illness","medical leave","plunge"
"154","1/8/2009","13.24","168365988","AAPL","illness","medical leave","plunge"
"155","1/9/2009","12.94","137445749","AAPL","illness","medical leave","plunge"
"156","1/12/2009","12.67","154530138","AAPL","illness","medical leave","plunge"
"157","1/13/2009","12.53","199728781","AAPL","illness","medical leave","plunge"
"158","1/14/2009","12.19","267996414","AAPL","illness","medical leave","plunge"
"159","1/15/2009","11.91","460808390","AAPL","illness","medical leave","plunge"
"160","1/16/2009","11.76","262120509","AAPL","illness","medical leave","plunge"
"161","1/20/2009","11.17","230207747","AAPL","illness","medical leave","plunge"
"162","1/21/2009","11.83","275012619","AAPL","illness","medical leave","plunge"
"163","1/22/2009","12.62","352381827","AAPL","illness","medical leave","plunge"
"164","1/23/2009","12.62","190942374","AAPL","illness","medical leave","plunge"
"165","1/26/2009","12.81","174853854","AAPL","illness","medical leave","plunge"
"166","1/27/2009","12.96","154631463","AAPL","illness","medical leave","plunge"
"167","1/28/2009","13.46","219701881","AAPL","illness","medical leave","plunge"
"168","1/29/2009","13.29","148300005","AAPL","illness","medical leave","plunge"
"169","1/30/2009","12.88","162955387","AAPL","illness","medical leave","plunge"
"170","2/2/2009","13.07","139603352","AAPL","illness","medical leave","plunge"
"171","2/3/2009","13.28","149860816","AAPL","illness","medical leave","plunge"
"172","2/4/2009","13.36","202103258","AAPL","illness","medical leave","plunge"
"173","2/5/2009","13.78","187353537","AAPL","illness","medical leave","plunge"
"174","2/6/2009","14.25","171784417","AAPL","illness","medical leave","plunge"
"175","2/9/2009","14.64","178749928","AAPL","illness","medical leave","plunge"
"176","2/10/2009","13.98","212329642","AAPL","illness","medical leave","plunge"
"177","2/11/2009","13.83","168776993","AAPL","illness","medical leave","plunge"
"178","2/12/2009","14.18","204335663","AAPL","illness","medical leave","plunge"
"179","2/13/2009","14.17","152266590","AAPL","illness","medical leave","plunge"
"180","2/17/2009","13.5","169558382","AAPL","illness","medical leave","plunge"
"181","2/18/2009","13.48","171142041","AAPL","illness","medical leave","plunge"
"182","2/19/2009","12.95","230700547","AAPL","illness","medical leave","plunge"
"183","2/20/2009","13","187575094","AAPL","illness","medical leave","plunge"
"184","2/23/2009","12.42","196743015","AAPL","illness","medical leave","plunge"
"185","2/24/2009","12.89","201773159","AAPL","illness","medical leave","plunge"
"186","2/25/2009","13.02","208328001","AAPL","illness","medical leave","plunge"
"187","2/26/2009","12.74","157513937","AAPL","illness","medical leave","plunge"
"188","2/27/2009","12.76","176686048","AAPL","illness","medical leave","plunge"
"189","3/2/2009","12.56","192742970","AAPL","illness","medical leave","plunge"
"190","3/3/2009","12.62","181084918","AAPL","illness","medical leave","plunge"
"191","3/4/2009","13.02","185381623","AAPL","illness","medical leave","plunge"
"192","3/5/2009","12.69","176723638","AAPL","illness","medical leave","plunge"
"193","3/6/2009","12.19","252786562","AAPL","illness","medical leave","plunge"
"194","3/9/2009","11.87","174619354","AAPL","illness","medical leave","plunge"
"195","3/10/2009","12.66","211126251","AAPL","illness","medical leave","plunge"
"196","3/11/2009","13.24","211696254","AAPL","illness","medical leave","plunge"
"197","3/12/2009","13.76","192203340","AAPL","illness","medical leave","plunge"
"198","3/13/2009","13.7","150320072","AAPL","illness","medical leave","plunge"
"199","3/16/2009","13.63","199386740","AAPL","illness","medical leave","plunge"
"200","3/17/2009","14.24","197005102","AAPL","illness","medical leave","plunge"
"201","3/18/2009","14.5","199050355","AAPL","illness","medical leave","plunge"
"202","3/19/2009","14.52","125079465","AAPL","illness","medical leave","plunge"
"203","3/20/2009","14.51","173926123","AAPL","illness","medical leave","plunge"
"204","3/23/2009","15.38","166641097","AAPL","illness","medical leave","plunge"
"205","3/24/2009","15.21","160856745","AAPL","illness","medical leave","plunge"
"206","3/25/2009","15.21","161662886","AAPL","illness","medical leave","plunge"
"207","3/26/2009","15.7","154062776","AAPL","illness","medical leave","plunge"
"208","3/27/2009","15.26","123260683","AAPL","illness","medical leave","plunge"
"209","3/30/2009","14.93","125715345","AAPL","illness","medical leave","plunge"
"210","3/31/2009","15.02","142519909","AAPL","illness","medical leave","plunge"
"211","4/1/2009","15.53","147398566","AAPL","illness","medical leave","plunge"
"212","4/2/2009","16.1","203091462","AAPL","illness","medical leave","plunge"
"213","4/3/2009","16.57","159086263","AAPL","illness","medical leave","plunge"
"214","4/6/2009","16.92","164515624","AAPL","illness","medical leave","plunge"
"215","4/7/2009","16.43","134196468","AAPL","illness","medical leave","plunge"
"216","4/8/2009","16.62","113907367","AAPL","illness","medical leave","plunge"
"217","4/9/2009","17.08","132734070","AAPL","illness","medical leave","plunge"
"218","4/13/2009","17.17"," 97367053","AAPL","illness","medical leave","plunge"
"219","4/14/2009","16.9","113688925","AAPL","illness","medical leave","plunge"
"220","4/15/2009","16.81","103256790","AAPL","illness","medical leave","plunge"
"221","4/16/2009","17.35","148395562","AAPL","illness","medical leave","plunge"
"222","4/17/2009","17.63","124420674","AAPL","illness","medical leave","plunge"
"223","4/20/2009","17.21","116663519","AAPL","illness","medical leave","plunge"
"224","4/21/2009","17.39","117671008","AAPL","illness","medical leave","plunge"
"225","4/22/2009","17.36","234691772","AAPL","illness","medical leave","plunge"
"226","4/23/2009","17.91","236289193","AAPL","illness","medical leave","plunge"
"227","4/24/2009","17.7","135236661","AAPL","illness","medical leave","plunge"
"228","4/27/2009","17.82","120203433","AAPL","illness","medical leave","plunge"
"229","4/28/2009","17.7","113964158","AAPL","illness","medical leave","plunge"
"230","4/29/2009","17.88","114564555","AAPL","illness","medical leave","plunge"
"231","4/30/2009","17.98","124622078","AAPL","illness","medical leave","plunge"
"232","5/1/2009","18.18"," 99397235","AAPL","illness","medical leave","plunge"
"233","5/4/2009","18.87","152395194","AAPL","illness","medical leave","plunge"
"234","5/5/2009","18.96"," 99600312","AAPL","illness","medical leave","plunge"
"235","5/6/2009","18.93","118410516","AAPL","illness","medical leave","plunge"
"236","5/7/2009","18.44","132973925","AAPL","illness","medical leave","plunge"
"237","5/8/2009","18.46","117006064","AAPL","illness","medical leave","plunge"
"238","5/11/2009","18.51","101195717","AAPL","illness","medical leave","plunge"
"239","5/12/2009","17.77","152369805","AAPL","illness","medical leave","plunge"
"240","5/13/2009","17.07","148992221","AAPL","illness","medical leave","plunge"
"241","5/14/2009","17.56","111976970","AAPL","illness","medical leave","plunge"
"242","5/15/2009","17.49"," 91891240","AAPL","illness","medical leave","plunge"
"243","5/18/2009","18.09","114771356","AAPL","illness","medical leave","plunge"
"244","5/19/2009","18.21"," 93105509","AAPL","illness","medical leave","plunge"
"245","5/20/2009","17.98"," 97193040","AAPL","illness","medical leave","plunge"
"246","5/21/2009","17.74","102045258","AAPL","illness","medical leave","plunge"
"247","5/22/2009","17.5"," 74517205","AAPL","illness","medical leave","plunge"
"248","5/26/2009","18.68","159231429","AAPL","illness","medical leave","plunge"
"249","5/27/2009","19.01","161740670","AAPL","illness","medical leave","plunge"
"250","5/28/2009","19.3","121887528","AAPL","illness","medical leave","plunge"
"251","5/29/2009","19.4","114163602","AAPL","illness","medical leave","plunge"
"252","6/1/2009","19.91","113166984","AAPL","illness","medical leave","plunge"
"253","6/2/2009","19.93","114055732","AAPL","illness","medical leave","plunge"
"254","6/3/2009","20.14","141299592","AAPL","illness","medical leave","plunge"
"255","6/4/2009","20.53","137657989","AAPL","illness","medical leave","plunge"
"256","6/5/2009","20.67","158178874","AAPL","illness","medical leave","plunge"
"257","6/8/2009","20.55","232912673","AAPL","illness","medical leave","plunge"
"258","6/9/2009","20.39","169240876","AAPL","jobs return","CEO","WWDC"
"259","6/10/2009","20.04","172199727","AAPL","jobs return","CEO","WWDC"
"260","6/11/2009","19.99","131205851","AAPL","jobs return","CEO","WWDC"
"261","6/12/2009","19.57","140771232","AAPL","jobs return","CEO","WWDC"
"262","6/15/2009","19.44","134987111","AAPL","jobs return","CEO","WWDC"
"263","6/16/2009","19.48","128701237","AAPL","jobs return","CEO","WWDC"
"264","6/17/2009","19.37","142853172","AAPL","jobs return","CEO","WWDC"
"265","6/18/2009","19.41","106920023","AAPL","jobs return","CEO","WWDC"
"266","6/19/2009","19.93","180463626","AAPL","jobs return","CEO","WWDC"
"267","6/22/2009","19.62","158728087","AAPL","jobs return","CEO","WWDC"
"268","6/23/2009","19.14","176632470","AAPL","jobs return","CEO","WWDC"
"269","6/24/2009","19.46","121381183","AAPL","jobs return","CEO","WWDC"
"270","6/25/2009","19.98","147422191","AAPL","jobs return","CEO","WWDC"
"271","6/26/2009","20.35","109867982","AAPL","jobs return","CEO","WWDC"
"272","6/29/2009","20.28","141915494","AAPL","jobs return","CEO","WWDC"
"273","6/30/2009","20.35","108562440","AAPL","jobs return","CEO","WWDC"
"274","7/1/2009","20.4","103568150","AAPL","jobs return","CEO","WWDC"
"275","7/2/2009","20"," 92653848","AAPL","jobs return","CEO","WWDC"
"276","7/6/2009","19.8","124671533","AAPL","jobs return","CEO","WWDC"
"277","7/7/2009","19.34","115445092","AAPL","jobs return","CEO","WWDC"
"278","7/8/2009","19.6","143982048","AAPL","jobs return","CEO","WWDC"
"279","7/9/2009","19.48"," 85786435","AAPL","jobs return","CEO","WWDC"
"280","7/10/2009","19.79","111318256","AAPL","jobs return","CEO","WWDC"
"281","7/13/2009","20.33","120943494","AAPL","jobs return","CEO","WWDC"
"282","7/14/2009","20.32"," 86875418","AAPL","jobs return","CEO","WWDC"
"283","7/15/2009","20.98","121396114","AAPL","jobs return","CEO","WWDC"
"284","7/16/2009","21.07"," 98392161","AAPL","jobs return","CEO","WWDC"
"285","7/17/2009","21.68","150538451","AAPL","jobs return","CEO","WWDC"
"286","7/20/2009","21.84","183881187","AAPL","jobs return","CEO","WWDC"
"287","7/21/2009","21.64","218695309","AAPL","jobs return","CEO","WWDC"
"288","7/22/2009","22.39","218525832","AAPL","jobs return","CEO","WWDC"
"289","7/23/2009","22.55","131740378","AAPL","jobs return","CEO","WWDC"
"290","7/24/2009","22.86","109589914","AAPL","jobs return","CEO","WWDC"
"291","7/27/2009","22.87","108327807","AAPL","jobs return","CEO","WWDC"
"292","7/28/2009","22.86"," 90888133","AAPL","jobs return","CEO","WWDC"
"293","7/29/2009","22.86"," 95607050","AAPL","jobs return","CEO","WWDC"
"294","7/30/2009","23.26","117400808","AAPL","jobs return","CEO","WWDC"
"295","7/31/2009","23.34","105672952","AAPL","jobs return","CEO","WWDC"
"296","8/3/2009","23.78"," 98559874","AAPL","jobs return","CEO","WWDC"
"297","8/4/2009","23.65"," 98952371","AAPL","jobs return","CEO","WWDC"
"298","8/5/2009","23.59","105795333","AAPL","jobs return","CEO","WWDC"
"299","8/6/2009","23.42"," 85443631","AAPL","jobs return","CEO","WWDC"
"300","8/7/2009","23.64"," 96870928","AAPL","jobs return","CEO","WWDC"
"301","8/10/2009","23.53"," 75108789","AAPL","jobs return","CEO","WWDC"
"302","8/11/2009","23.26"," 88872154","AAPL","jobs return","CEO","WWDC"
"303","8/12/2009","23.62","111267639","AAPL","jobs return","CEO","WWDC"
"304","8/13/2009","24.06","110040595","AAPL","jobs return","CEO","WWDC"
"305","8/14/2009","23.83"," 76512275","AAPL","jobs return","CEO","WWDC"
"306","8/17/2009","22.8","131095251","AAPL","jobs return","CEO","WWDC"
"307","8/18/2009","23.43","107787547","AAPL","jobs return","CEO","WWDC"
"308","8/19/2009","23.51","103317865","AAPL","jobs return","CEO","WWDC"
"309","8/20/2009","23.76"," 85549730","AAPL","jobs return","CEO","WWDC"
"310","8/21/2009","24.17","104018292","AAPL","jobs return","CEO","WWDC"
"311","8/24/2009","24.15","101732176","AAPL","jobs return","CEO","WWDC"
"312","8/25/2009","24.2"," 81088343","AAPL","jobs return","CEO","WWDC"
"313","8/26/2009","23.92"," 75999469","AAPL","jobs return","CEO","WWDC"
"314","8/27/2009","24.21","112294826","AAPL","jobs return","CEO","WWDC"
"315","8/28/2009","24.29","113464428","AAPL","jobs return","CEO","WWDC"
"316","8/31/2009","24.03"," 77885087","AAPL","jobs return","CEO","WWDC"
"317","9/1/2009","23.61","117256335","AAPL","jobs return","CEO","WWDC"
"318","9/2/2009","23.6"," 91100107","AAPL","jobs return","CEO","WWDC"
"319","9/3/2009","23.79"," 73525711","AAPL","jobs return","CEO","WWDC"
"320","9/4/2009","24.33"," 93656654","AAPL","jobs return","CEO","WWDC"
"321","9/8/2009","24.7"," 78761627","AAPL","jobs return","CEO","WWDC"
"322","9/9/2009","24.45","202822886","AAPL","jobs return","CEO","WWDC"
"323","9/10/2009","24.65","122783346","AAPL","jobs return","CEO","WWDC"
"324","9/11/2009","24.59"," 87240188","AAPL","jobs return","CEO","WWDC"
"325","9/14/2009","24.82"," 80502611","AAPL","jobs return","CEO","WWDC"
"326","9/15/2009","25.02","106617553","AAPL","jobs return","CEO","WWDC"
"327","9/16/2009","25.98","188505499","AAPL","jobs return","CEO","WWDC"
"328","9/17/2009","26.36","202642664","AAPL","jobs return","CEO","WWDC"
"329","9/18/2009","26.43","150436860","AAPL","jobs return","CEO","WWDC"
"330","9/21/2009","26.29","109428907","AAPL","death worker","tablet","appstore"
"331","9/22/2009","26.35"," 89240991","AAPL","death worker","tablet","appstore"
"332","9/23/2009","26.5","148509963","AAPL","death worker","tablet","appstore"
"333","9/24/2009","26.26","137719491","AAPL","death worker","tablet","appstore"
"334","9/25/2009","26.05","111371862","AAPL","death worker","tablet","appstore"
"335","9/28/2009","26.59"," 84411999","AAPL","death worker","tablet","appstore"
"336","9/29/2009","26.48"," 86346379","AAPL","death worker","tablet","appstore"
"337","9/30/2009","26.48","134895635","AAPL","death worker","tablet","appstore"
"338","10/1/2009","25.84","131177739","AAPL","death worker","tablet","appstore"
"339","10/2/2009","26.41","138358668","AAPL","death worker","tablet","appstore"
"340","10/5/2009","26.57","105783062","AAPL","death worker","tablet","appstore"
"341","10/6/2009","27.14","151270875","AAPL","death worker","tablet","appstore"
"342","10/7/2009","27.18","116416909","AAPL","death worker","tablet","appstore"
"343","10/8/2009","27.04","109552296","AAPL","death worker","tablet","appstore"
"344","10/9/2009","27.21"," 73348345","AAPL","death worker","tablet","appstore"
"345","10/12/2009","27.26"," 72037756","AAPL","death worker","tablet","appstore"
"346","10/13/2009","27.15"," 87004582","AAPL","death worker","tablet","appstore"
"347","10/14/2009","27.33"," 93942639","AAPL","death worker","tablet","appstore"
"348","10/15/2009","27.22"," 93388722","AAPL","death worker","tablet","appstore"
"349","10/16/2009","26.86","107856189","AAPL","death worker","tablet","appstore"
"350","10/19/2009","27.12","235557336","AAPL","death worker","tablet","appstore"
"351","10/20/2009","28.39","285259814","AAPL","death worker","tablet","appstore"
"352","10/21/2009","29.27","298431525","AAPL","death worker","tablet","appstore"
"353","10/22/2009","29.31","197847825","AAPL","death worker","tablet","appstore"
"354","10/23/2009","29.13","105196434","AAPL","death worker","tablet","appstore"
"355","10/26/2009","28.93","121084383","AAPL","death worker","tablet","appstore"
"356","10/27/2009","28.2","189137473","AAPL","death worker","tablet","appstore"
"357","10/28/2009","27.49","204596217","AAPL","death worker","tablet","appstore"
"358","10/29/2009","28.05","142602061","AAPL","death worker","tablet","appstore"
"359","10/30/2009","26.93","179380894","AAPL","death worker","tablet","appstore"
"360","11/2/2009","27.04","169897231","AAPL","death worker","tablet","appstore"
"361","11/3/2009","26.96","130635414","AAPL","death worker","tablet","appstore"
"362","11/4/2009","27.26","121935499","AAPL","death worker","tablet","appstore"
"363","11/5/2009","27.72"," 96230799","AAPL","death worker","tablet","appstore"
"364","11/6/2009","27.76"," 73807363","AAPL","death worker","tablet","appstore"
"365","11/9/2009","28.78","132213683","AAPL","death worker","tablet","appstore"
"366","11/10/2009","29","100298380","AAPL","death worker","tablet","appstore"
"367","11/11/2009","29.04","111019510","AAPL","death worker","tablet","appstore"
"368","11/12/2009","28.86"," 90978853","AAPL","death worker","tablet","appstore"
"369","11/13/2009","29.21"," 85832761","AAPL","death worker","tablet","appstore"
"370","11/16/2009","29.52","121301019","AAPL","death worker","tablet","appstore"
"371","11/17/2009","29.57"," 99128064","AAPL","death worker","tablet","appstore"
